7914906,6784170,6869740,7697861,5707308,11724091,8807547
4076952,5027441,10223911,3631718,4058172,6208932,12204287
8719324,10187790,3445468,11462444,9716253,6606229,5390351
11820830,11075124,4585982,4647949,5106292,5210153,5544996
10274244,3001926,7935370,11971139,4824987,8160953,4149395
9474222,9710983,10321244,4168463,8227735,11190968,12167138
6805146,11032538,7872212,6628008,5388256,10188599,9791278
3102024,6359888,9697454,6294443,6279813,10396735,3561719
1571511,4040710,9018857,8743244,11652544,11652474,5344959
6109688,4919814,7673999,4725882,11306611,8481328,10814498
6359798,7295854,4637765,7888000,8608336,8623697,4056361
8703887,5440852,8716954,11252382,8264824,7122892,9839044
9509207,6951653,5443518,7691630,8672108,4149412,7047207
6523216,10232364,9179029,8978329,5817791,7176951,4995754
6286155,8447092,9605141,8983220,8229516,8819032,5816671
9344623,9904506,8958721,2714170,7025660,5200743,7118462
5021732,8832625,3558822,11343294,9697797,8750481,7553203
7955301,10192458,5430779,4280424,10188953,4680688,10668443
6147122,9713244,10679607,7008625,4756040,4757184,7819878
11768970,6525512,10977737,12302982,9719196,5371482,10880472
9834257,12599513,8332383,11568657,2556166,12119636,9714563
11874338,5478777,10736623,8297076,10290991,8178657,11032501
6421188,5966385,8308684,6424042,9753569,9533062,8443635
6448768,10555375,10266852,11811135,4074086,9243247,10031308
8023317,12252443,8780359,11570517,5609676,12062484,10963530
6847018,2444769,7189230,5882343,10263149,7691123,6688578
5735878,10934184,4950816,4859324,5202645,6020892,8653183
6522750,9016859,6936106,6302241,6524866,9764637,3946127
6145939,12404818,12060806,4543810,5771018,11557953,12519826
6145939,12404818,12060806,4543810,5771018,11557953,12519826
5807579,11859743,3942384,7668232,11624088,4553072,11410948
10198109,11610797,5480925,3852610,4279173,5031710,5197342
7177553,5653887,5040900,6308642,6426320,8038977,10297832
4932691,3238245,10621791,9715349,7289010,9205993,9791112
6593363,4072904,4904280,5475845,6140693,7430238,12214011
9119405,5706815,10382423,8912556,5696077,8397763,3649993
8711548,8245366,4750560,10080372,10199572,7621793,8647972
9777062,7502559,11303090,4285040,2712821,2715487,5651153
4649440,11564719,3440304,5684420,4445502,5727415,6187893
8702921,6208517,7595722,11351748,9219983,8573029,6227383
10753734,7881228,11811564,9272936,10195760,7364992,3657772
5982353,3233956,1294419,6290636,6371604,7210832,7374138
4862625,11098081,9776390,5282618,10964696,10611420,10881071
9291629,4077837,4352534,4857279,8579095,5287065,3097819
9673173,8396091,9957678,8487777,7773386,7529341,8703491
5193386,5193384,5456650,10351268,5781580,10614158,2857130
2697935,6278261,11761162,3627182,5272443,11296913,3662064
9474969,6381837,5818049,11019724,5344690,10330667,3342575
4252226,5952551,4862765,9053996,8982986,7539125,11767569
4769799,6613226,4831973,10080482,6612480,7191814,9467124
11519226,10149845,11179966,8751387,2304391,8843235,11908629
8559863,8559863,8962694,10612164,12057805,4665380,5178403
4649305,5631648,5557072,10019364,10938077,6230529,8482887
10491544,5623833,10938051,9116724,6948654,11295820,4065054
12017140,9327408,11548834,7123174,7180298,3831324,2970908
10616571,7904360,10098858,9346322,10577606,9478848,11519927
10849244,11460372,9940544,10337673,9604943,7773510,12066721
10268809,9100429,11506120,5024943,10123057,6435255,12736402
4459068,6144872,10068389,8879750,11506607,7138415,6224785
6147573,9016322,6363013,5286142,5621105,5022867,6311047
3858884,8213326,10880895,6142471,10978144,6441178,3248536
7049486,5287687,8044537,5853740,11823868,5220051,10795008
4931073,8073969,11922547,10186387,2835795,9409159,8908767
2998124,2998124,11176052,3458990,2695853,6145098,8571795
8143170,3851949,9007860,10089702,7830430,7797626,9964863
6778289,4058770,7885655,9456303,7428749,11390474,10388252
3098194,2424693,4459096,4489907,7884337,7037074,9277969
3938073,7348313,9944833,10081839,7188491,5041658,11911561
8560861,6228306,4576277,8647753,7842621,10604429,3456198
9418994,4813529,6356847,6947022,4827495,3442085,9285188
11923819,6946681,10549292,2167728,6280952,8707758,11044384
8773948,6635491,6350199,8518483,8648195,8977790,9117366
6877673,6531932,5014916,10320482,4544628,12052443,5437450
8314801,2422631,10798205,6227153,9401295,3102108,4557720
9529856,7500268,11565510,8451473,5084188,12646700,6974488
12306808,6619815,9158859,5956069,3330794,5611569,5428733
7677005,11404042,4726626,9329361,11670519,8108985,8016999
6864859,8018404,5811780,7591456,2720225,6144173,4752271
12644769,5281608,9463382,8960232,4651014,9351326,7800845
8838070,8866642,2719620,9814359,10491771,5199633,4850443
11959569,11704032,4907516,8110757,9594227,4359313,9015685
9172506,8559341,8708563,10473587,6342260,8880090,7601918
5700330,3122932,8321741,5260103,5255055,7747029,7595211
8129189,9958470,5896655,11038844,10552151,4466378,8160866
10920813,10920813,7616962,10266637,11719461,11197991,5895809
3851949,9007860,10089702,8143170,7797626,7830430,9964863
8430105,9716803,5728367,6100454,9835952,2445426,9401451
8845026,3429588,7461298,2970909,9593832,7130515,5384679
3247294,7672590,5271608,5177834,4265609,11445924,7760570
11875511,9162738,8953325,7183755,11340578,9267759,7384460
9588822,6143040,9942834,11651240,10587146,8198552,8783037
6063448,2556505,8241074,4930852,9334951,8108707,10073865
9528430,5210932,3440868,3430932,8801343,8682097,6805922
4473933,9716698,5733003,8145823,2439118,10933281,5687665
6603043,4270541,5737795,10394172,5393319,9718641,5652303
8491745,3215815,11028459,10920761,5113985,12737382,12647110
11671429,7938179,11872512,8310814,4180199,11753169,4662336
3442054,3442054,7376732,9993863,5182476,7538506,12552890
10001167,10157443,10289378,4933198,5788187,3457434,7430037
7768447,9771031,4725874,9024821,8575147,2304883,9176207
6933781,10453607,8656391,1721439,6116676,9570737,9596705
5217733,2156581,10551350,5903499,6391726,6305572,5566579
9246715,9409463,10610644,6295212,6213097,9406596,10665518
9540226,5819905,10659100,6294647,7220280,11760264,10965536
5786154,8113639,8710304,5110961,3750614,9712200,8249714
7037405,3936921,1872517,6515734,5771687,11773616,10965541
9970396,4247970,10087432,11621987,9531877,3859746,5989835
8052474,3974528,5854494,6547639,9874479,9278575,8515297
4054905,4268284,5940060,4479889,8573706,8191642,6441172
11769146,11769146,5792216,11517816,10733811,9070934,11866921
9153621,4953192,9277292,7367466,10225706,5200629,4386132
5866138,8832632,5631956,9028221,3953250,4863154,9475588
4663623,6952984,9016768,3972960,5893765,5202183,9531877
5649325,6386444,7038145,7203044,10489384,8695868,3650489
8410637,3324644,7429055,6211353,3658900,3765866,8332266
6757558,6946219,8613105,2708019,8654400,2445712,9571137
8868364,6342260,7763393,10473587,8708563,8559341,5018808
6422170,3546532,11516340,8628984,7335739,5340719,4928481
8054233,5307365,8179214,7612115,6128774,8178310,7799782
